On Card Played Add Foam Bullets To Hand                                 ,Add <{a}> <card=FoamBullet> to your hand when played                                                               ,Stock of Foam Bullets(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Instant Summon FoamBullet In Hand                                            ,StatusEffectApplyXOnCardPlayed                        ,nan                                                                      ,0           ,nan                                     ,Custom effect: adds Foam Bullets to hand on play.                        
When Destroyed Apply Damage To Attacker                                  ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Damage To Enemies Equal To Juice                    ,"When destroyed, damage all enemies equal to <keyword=juice>                                                                                               ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,CurrentJuice                            ,nan                                                                   
When Destroyed Apply Damage To EnemiesInRow                              ,None; Used by Explode Trait                                                                                                                               ,Bombskull Charm(8)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Frenzy To RandomAlly                                ,"When destroyed, add <x{a}><keyword=frenzy> to a random ally                                                                                               ",Pootie(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,MultiHit                                                                       ,StatusEffectApplyXWhenDestroyed                       ,Does Trigger(a)                                                          ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Haze & Double Attack To Attacker                    ,"When destroyed, apply <{a}><keyword=haze> to the attacker and double their <keyword=attack>                                                               ",Haze Balloon(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Apply Haze & Double Attack                                                     ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Haze To Attacker                                    ,"When destroyed, apply <{a}><keyword=haze> to the attacker                                                                                                 ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Ink To Allies & Enemies                             ,"When destroyed, apply <{a}><keyword=null> to all enemies and allies                                                                                       ",Octobom(4)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Null                                                                           ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Ink To Allies                                       ,"When destroyed, apply <{a}><keyword=null> to all allies                                                                                                   ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Ink To RandomEnemy                                  ,"When destroyed, apply <{a}><keyword=null> to a random enemy                                                                                               ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Overload To Attacker                                ,"When destroyed, apply <{a}><keyword=overload> to the attacker                                                                                             ",Beepop(4)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Overload                                                                       ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Shell To Allies                                     ,"When destroyed, apply <{a}><keyword=shell> to all allies                                                                                                  ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Spice To Allies                                     ,"When destroyed, apply <{a}><keyword=spice> to all allies                                                                                                  ","Moko Head(5), Pyra(Ascended)(4)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",Spice                                                                          ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Apply Stealth To AlliesInRow                              ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99           ,nan                                     ,nan                                                                   
When Destroyed Summon Dregg                                              ,"When destroyed, summon <card=Dregg>                                                                                                                       ",Egg                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Instant Summon Dregg                                                           ,StatusEffectApplyXWhenDestroyed                       ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
When Destroyed Trigger To Allies                                         ,"When destroyed, trigger all allies                                                                                                                        ",Sunglass Chime                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Trigger (High Prio)                                                            ,StatusEffectApplyXWhenDestroyed                       ,Does Trigger(a)                                                          ,99           ,nan                                     ,nan                                                                   
When Drawn Apply Snow To Allies                                          ,"When drawn, apply <{a}><keyword=snow> to all allies                                                                                                       ",Big Snowball(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Snow                                                                           ,StatusEffectApplyXWhenDrawn                           ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Drawn Gain Zoomlin                                                  ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Zoomlin                                                              ,StatusEffectApplyXWhenDrawn                           ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemies Attack Apply Demonize To Attacker                           ,"Before an enemy attacks, apply <{a}><keyword=demonize> to them                                                                                            ",Totem of the Goat(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,Demonize                                                                       ,StatusEffectApplyXWhenEnemiesAttack                   ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy (Shroomed) Is Killed Apply Their Shroom To RandomEnemy        ,"When a <keyword=shroom>'d enemy dies, apply their <keyword=shroom> to a random enemy                                                                      ",Fungo Blaster(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Shroom                                                                         ,StatusEffectApplyXWhenUnitIsKilled                    ,"Is On Board(a), Is Alive(a)                                              ",0           ,nan                                     ,nan                                                                   
When Enemy Deployed Copy Effects Of Target                               ,"When an enemy is deployed, copy their effects                                                                                                             ",Splinter(Ascended)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,nan                                                                            ,StatusEffectApplyXWhenDeployed                        ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy Deployed Gain Their Health                                    ,"When an enemy is deployed, gain their <keyword=health>                                                                                                    ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDeployed                        ,Has Health(a)                                                            ,0           ,nan                                     ,nan                                                                   
When Enemy Deployed Ink To Target & Self                                 ,"When an enemy is deployed, apply <{a}><keyword=null> to them and self                                                                                     ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenDeployed                        ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy Deployed Ink To Target                                        ,"When an enemy is deployed, apply <{a}><keyword=null> to them                                                                                              ",Uno(3)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Null                                                                           ,StatusEffectApplyXWhenDeployed                        ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy Deployed Summon Bootleg Copy Of Target                        ,"When an enemy is deployed, summon a <keyword=bootleg> copy of them                                                                                        ",Duper(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Instant Summon Bootleg Copy At Appliers Position                               ,StatusEffectApplyXWhenDeployed                        ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy Deployed Take Half Their Health                               ,"When an enemy is deployed, take half of their <keyword=health>                                                                                            ",Dip(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Take Health                                                                    ,StatusEffectApplyXWhenDeployed                        ,Has Health(a)                                                            ,0           ,CurrentHealthHalfRoundDown(c)           ,nan                                                                   
When Enemy Is Hit By Item Apply Demonize To Them                         ,"When an enemy is hit with an <Item>, apply <{a}><keyword=demonize> to them                                                                                ",Dimona(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Demonize                                                                       ,StatusEffectApplyXWhenUnitIsHit                       ,Is Alive(a)                                                              ,0           ,nan                                     ,nan                                                                   
When Enemy Is Killed Apply Gold To Self                                  ,"When an enemy is killed, gain <{a}><keyword=blings>                                                                                                       ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenUnitIsKilled                    ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Enemy Is Killed Apply Shell To Attacker                             ,"When an enemy is killed, apply <{a}><keyword=shell> to the attacker                                                                                       ",Shelly(3)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Shell                                                                          ,StatusEffectApplyXWhenUnitIsKilled                    ,"Is On Board(a), Is Alive(a)                                              ",0           ,nan                                     ,nan                                                                   
When Enemy Is Killed Apply Spice To Attacker                             ,"When an enemy is killed, apply <{a}><keyword=spice> to the attacker                                                                                       ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenUnitIsKilled                    ,"Is On Board(a), Is Alive(a)                                              ",0           ,nan                                     ,nan                                                                   
When Healed Apply Attack To Self                                         ,"When healed, gain <+{a}><keyword=attack>                                                                                                                  ","Bogberry(2),Lil' Berry(2)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",Increase Attack                                                                ,StatusEffectApplyXWhenHealed                          ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Healed Gain Max Health                                              ,None; Used by Heartburn Trait                                                                                                                             ,Jewelberry Charm(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Increase Max Health (Not Current)                                              ,StatusEffectApplyXWhenHealed                          ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Healed Trigger To Self                                              ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHealed                          ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Health Lost Apply Equal Attack To Self And Allies                   ,"When <keyword=health> lost, add equal <keyword=attack> to self and allies                                                                                 ",Frost Guardian                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,Increase Attack                                                                ,StatusEffectApplyXWhenHealthLost                      ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Health Lost Apply Equal Frost To Self                               ,"When <keyword=health> lost, gain equal <keyword=frost>                                                                                                    ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHealthLost                      ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Health Lost Apply Equal Shell To Self                               ,"When <keyword=health> lost, gain equal <keyword=shell>                                                                                                    ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHealthLost                      ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Health Lost Apply Equal Spice To Self                               ,"When <keyword=health> lost, gain equal <keyword=spice>                                                                                                    ",Firefist                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Spice                                                                          ,StatusEffectApplyXWhenHealthLost                      ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Attack To Ally With Lowest Attack                           ,"When hit, add <+{a}><keyword=attack> to ally with the lowest <keyword=attack>                                                                             ",Roibos(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,Increase Attack                                                                ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Attack To Self Or RandomAlly With Highest Attack            ,"When hit, add <+{a}><keyword=attack> to self or ally with the highest <keyword=attack>                                                                    ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Attack To Self Or RandomAlly With Lowest Attack             ,"When hit, add <+{a}><keyword=attack> to self or ally with the lowest <keyword=attack>                                                                     ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Frenzy To Self                                              ,"When hit, gain <x{a}><keyword=frenzy>                                                                                                                     ","Tiny Tyko(1), Mini Mika(Ascended)(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",MultiHit                                                                       ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Gearhammer To Hand                                          ,"When hit, add <{a}> <card=Gearhammer> to your hand                                                                                                        ",[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
When Hit Add Gunk To Hand                                                ,"When hit, add <card=Deadweight> to your hand                                                                                                              ",Gunkback                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Instant Summon Gunk In Hand                                                    ,StatusEffectApplyXWhenHit                             ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
